img_search_addr,score,img_urls,url,name,addr,upso_nm
용산대식가,3.8,https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ff3f52183ace88497197ca6dcfedf89760d50fba9%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F7d0f8e13b74cb5177a03aef11a781dca3cf8ec70%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fc204035a0ff409a5cc2b4382bba0cf0e9922b37f%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fc06d813617fb4224170b1b7f9743d775e8b7cb4c%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fa78bd5646a8e00d6f5d3087e4e09d196d773a6bf%3Foriginal,https://place.map.kakao.com/26503366,대식가,서울특별시 용산구 한강대로15길 23,용산대식가
우담가해담가 주식회사,장소 없음,없음,없음,없음,서울특별시 마포구 양화로 45,우담가해담가 주식회사
원당감자탕 마포본점,장소 없음,없음,없음,없음,서울특별시 마포구 도화길 35,원당감자탕 마포본점
임도령,4.1,https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ff0042b3e3d823e013ee2e073686674edf63c829e%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ff40db6c5b03233c4ab2583cad820b55158ae694e%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F22f175b6ff79786b0311edef6407627ef5edd51d%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMDdfMTM4%2FMDAxNzQxMzE4ODE2NDI3.BSWnyIMALgKupVQkdDUfkE13OhtUjhNmZOWliHrmVDgg.8D1u2Wh066AKJDmPV8JxfNkTxPB-Eed3HKPO3Qjw6UMg.JPEG%2F900%25EF%25BC%25BF20250306%25EF%25BC%25BF193306.jpg%3Ftype%3Dw466; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMDdfMTEy%2FMDAxNzQxMzE4ODE1MDc5.TGYFluFw5fARqPlUyCrSCyb_0Rttpg8xBQTOGq3VVfEg.eoyUwHGK6wOx4IVikeOQZlvb1MPwlyiVq-Qqjj4xWIYg.JPEG%2F900%25EF%25BC%25BF20250306%25EF%25BC%25BF200743.jpg%3Ftype%3Dw966,https://place.map.kakao.com/1569657688,임도령부대찌개&쭈꾸미볶음,서울특별시 용산구 한강대로 95,임도령
정성달아 한남동본점,장소 없음,없음,없음,없음,서울특별시 용산구 대사관로 65,정성달아 한남동본점
참이맛원효점,3.2,https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMzBfMTIg%2FMDAxNzQzMzAyNDcwMTY5.c5pIB-Mk1LP6ZngqwsVNyKzzoLTpKdti1rzGlmAq7NAg.UybhIVGZ0SDye8qTjWny__E5lXYQ7LHFagi4IAt12_gg.JPEG%2F900%25EF%25BC%25BF20250329%25EF%25BC%25BF172546.jpg%3Ftype%3Dw773; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMzBfMjAy%2FMDAxNzQzMzAyNDY5ODYx.GF-pEtEW3MHDGbg8syundqynccQNEQLD72tMa8uaVyQg.JAgW4IB2YED6H18pKEUXGI_dEPphGtXQR4otN_SY-Nwg.JPEG%2F900%25EF%25BC%25BF20250329%25EF%25BC%25BF172719.jpg%3Ftype%3Dw773; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMjNfMTgw%2FMDAxNzQyNzE5OTYxOTQ0.NTUxO_0lbxvRV5gNlqOPIXQgDcMHCfO8YvYTbOqE-Qkg.33-rcpsD3d4DeNCmjMe18bEgH9FFcGuk_r2IUbEd4Jcg.JPEG%2FIMG_7962.jpg%3Ftype%3Dw386; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMjNfMTEg%2FMDAxNzQyNzE5OTYyMTQz.C8oYoCf-XLiahFR7gPBHxEJt0TRpNJ0LxPRewb2f0KAg.Ox7hlvfhFl68R5LEBr-4GJ8j5tT8Y4YJdHtjW5urtoUg.JPEG%2FIMG_7963.jpg%3Ftype%3Dw386; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMjNfODEg%2FMDAxNzQyNzE5OTU4NzYx.lsXXKVq3RBAwEtvuT6HpFFAGC6-oNPBZROnMt6Iq2Kog.8smLdq7EYCowhdnWMNGsYZuoukOwmCYFzF-AK9Qxaowg.JPEG%2FIMG_7959.jpg%3Ftype%3Dw773,https://place.map.kakao.com/1162513807,참이맛감자탕 원효점,서울특별시 용산구 원효로89길 4,참이맛원효점
칠백한우,4.4,https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F048835ff72849c3c0e7e858f5b8c9cd7d51acd7c%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fec58b709641ff7e8038ab21b85ba17425a201835%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fdcf89e429073402cd01fb96bbebac61e17a46a04%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fd6361012e62fed4bfa141d849b53a27d97c291aa%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F0e01b564438b76a958cd203d881e189d9d23a365%3Foriginal,https://place.map.kakao.com/1791578550,칠백한우국밥,,칠백한우
하노이의 아침&PUB,장소 없음,없음,없음,없음,서울특별시 마포구 성암로 267,하노이의 아침&PUB
한남 뜰(HAN NAM 뜰),장소 없음,없음,없음,없음,서울특별시 용산구 독서당로20길 7,한남 뜰(HAN NAM 뜰)
홍대 율촌,4,https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ff7df932fdc22e9971897bbe54a238d30cb7913fa%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMjhfMjMy%2FMDAxNzQzMTI0MjEzOTAx.IbSUAOnfl9-QdOUJerGAN9r8UuWLgA8f7KF78M57Ztog.Gdhn0u2VjP5_XX5lpxJ_-6pcQWXKZaXlL11nhN9v-88g.JPEG%2Foutput_297668739.jpg%3Ftype%3Dw386; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMjhfMjUz%2FMDAxNzQzMTI0MjM0NjY5.8yQzuSeJ_xBG4sFKgNzwP0LWotcrOlNULJr5Ytgl0ncg.sS_VZNt-6VkXuuaAYBVurWv_tXawt5DgbMDWvmAB_3kg.JPEG%2Foutput_2669653819.jpg%3Ftype%3Dw386; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMjhfMjcx%2FMDAxNzQzMTIzMTA4MDQ4.SdnOqGqhZKSV8tBjbPMhywwaUuM8REPx6F7ikFhc1TQg.lGYRPVUg18xnoTcFbFumadVr7-l3zmqJ1J2bIUw04cEg.JPEG%2Foutput_2572933585.jpg%3Ftype%3Dw773; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMjdfNTAg%2FMDAxNzQzMDgzOTc5OTQ0.xLHmbMbiXLlJzomElZh1ZCHEywY0WkaF-D5KsTHuPOcg.mLJhvzzzy9QYECi-4PJWyPZi1ZmJIcfckGZoeE33PDog.JPEG%2Foutput_848082519.jpg%3Ftype%3Dw773,https://place.map.kakao.com/1913117395,홍대개미 순천오천점,,홍대 율촌
홍반장신의주찹쌀순대&감자탕,1.4,https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F06cebf93d4243668ae2d01fc8eb1d4cdcfbfdec2%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F80842794c23db887a9506cb87f95dab0377321a5%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F1593d6737b1123dd107bedf74a064153aff0ba88%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fblog.kakaocdn.net%2Fdn%2FcZDaFO%2FbtsMPkLACSm%2FW0M0qXZv5d3EhQe3tvp1Ek%2Fimg.png; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fblog.kakaocdn.net%2Fdn%2FenRNMP%2FbtsMQ6rjGnR%2Ftk3pPVLfNkgZK9rFRu9nU0%2Fimg.png,https://place.map.kakao.com/632592122,홍반장신의주찹쌀순대&감자탕,서울특별시 마포구 월드컵로 190,홍반장신의주찹쌀순대&감자탕
新(신)청파찹쌀순대,장소 없음,없음,없음,없음,서울특별시 용산구 청파로 299-1,新(신)청파찹쌀순대
